title,subject,interal_id,url,id_number,description
Evolution and the tree of life,Biology,x2239497e,https://www.khanacademy.org/science/biology/her,her,Discover the diversity of life on Earth and the forces that shape it! In this section  you can learn about evolution  natural selection  and the tree of life  as well as basic population genetics. Special bonus: take a peek into the amazing worlds of bacteria and viruses.
History of life on Earth,Biology,xda241cdb,https://www.khanacademy.org/science/biology/history-of-life-on-earth,history-of-life-on-earth,Our planet has an amazing history spanning about 4.5 billion years! Learn more about how Earth formed  the early history of life on Earth  and the origins of humans.
Ecology,Biology,xdff2fbf6,https://www.khanacademy.org/science/biology/ecology,ecology,Why are polar bears found only in the Arctic? Why does mildew grow in your shower and not (hopefully) in your sock drawer? Learn how ecologists study the interactions between organisms and their environment  and how these interactions affect where  and in what numbers  different types of organisms are found.
Biodiversity and conservation,Biology,xadaf2584,https://www.khanacademy.org/science/biology/biodiversity-and-conservation,biodiversity-and-conservation,From penguins to palm trees to bacteria  our planet is host to an awe-inspiring diversity of organisms. Dive deep into Earth's breathtaking biodiversity  learn why this biodiversity is in peril today  and discover what you can do to protect the species and ecosystems that support human life on Earth. This content is provided by the California Academy of Sciences.
Behavioral biology,Biology,x91a2727a,https://www.khanacademy.org/science/biology/behavioral-biology,behavioral-biology,What do a dog begging for food  and ant leaving a chemical trail to food  and a human baby learning language all have in common? These are all examples of behaviors. Behavior is a crucial way that animals interact with each other and with their environment. Learn more about types of animal behaviors and how behavior is shaped by genes and environment.
Principles of physiology,Biology,x5a51621b,https://www.khanacademy.org/science/biology/principles-of-physiology,principles-of-physiology,How is your body organized? How do your organ systems work together to keep you running? What keeps your blood at the right pH or your body at the right temperature? Learn more about tissues  organs  and organ systems and the control mechanisms that keep internal conditions steady in humans and other animals.
Human biology,Biology,xb67ac68d,https://www.khanacademy.org/science/biology/human-biology,human-biology,Your body is an amazing system! The human body is made up of groups of organs  called organ systems  that work together to keep the body in balance. In this section  we'll travel from the circulatory system  to the nervous system  to the immune system and beyond. Learn about the amazing biology that keeps your body ticking!
Plant biology,Biology,xc3f49c81,https://www.khanacademy.org/science/biology/plant-biology,plant-biology,Plants may seem less interactive than animals. But they actually have many ways of responding to their environment  changing their growth or physiology to make the best use of available resources. Learn more about plants and their response to environmental cues.
Studying for the AP Biology exam?,Biology,xf6a8ce1b,https://www.khanacademy.org/science/biology/studying-for-ap-bio-exam,studying-for-ap-bio-exam,Review for the AP Biology exam by working through practice problems with Sal!
Crash Course Biology and Ecology,Biology,x761836ed,https://www.khanacademy.org/science/biology/crash-course-bio-ecology,crash-course-bio-ecology,Brush up on a wide range of biology topics  from biochemistry to mitosis to ecology  with fun and informative Crash Course videos!
Meet the biology professional,Biology,x4d60f70f,https://www.khanacademy.org/science/biology/meet-the-biology-professional,meet-the-biology-professional,Do you enjoy your biology class  like nature  have an interest in medicine  or simply feel lots of curiosity about living things? If so  you may be thinking about focusing on or majoring in biology. Learn more about what it's like to be a biologist by hearing from professionals in a wide range of fields  from primatology to personalized genetics to high school teaching!
One-dimensional motion,Physics,x4549128e,https://www.khanacademy.org/science/physics/one-dimensional-motion,one-dimensional-motion,In this tutorial we begin to explore ideas of velocity and acceleration.  We do exciting things like throw things off cliffs (far safer on paper than in real life) and see how high a ball will fly in the air.
Two-dimensional motion,Physics,xb32c33a3,https://www.khanacademy.org/science/physics/two-dimensional-motion,two-dimensional-motion,You understand velocity and acceleration well in one-dimension.  Now we can explore scenarios that are even more fun.  With a little bit of trigonometry (you might want to review your basic trig  especially what sin and cos are)  we can think about whether a baseball can clear the "green monster" at Fenway Park.
Forces and Newton's laws of motion,Physics,x85860e19,https://www.khanacademy.org/science/physics/forces-newtons-laws,forces-newtons-laws,This is the meat of much of classical physics.  We think about what a force is and how Newton changed the world's (and possibly your) view of how reality works.
Centripetal force and gravitation,Physics,x67fd0677,https://www.khanacademy.org/science/physics/centripetal-force-and-gravitation,centripetal-force-and-gravitation,Learn about centripetal acceleration and centripetal force. Also  learn about the universal law of gravitation and gravitational orbits.
Work and energy,Physics,xbb0e99c9,https://www.khanacademy.org/science/physics/work-and-energy,work-and-energy,"Energy" is a word that's used a lot. Here  you'll learn about how it's one of the most useful concepts in physics. Along the way  we'll talk about work  kinetic energy  potential energy  conservation of energy  and mechanical advantage.
Impacts and linear momentum,Physics,xbcbeda4a,https://www.khanacademy.org/science/physics/linear-momentum,linear-momentum,Momentum ties velocity and mass into one quantity. It might not be obvious why this is useful  but momentum has this cool property where the total amount of it never changes. This is called the conservation of momentum  and we can use it to analyze collisions and other interactions. Bam!
Torque and angular momentum,Physics,x6e1d9254,https://www.khanacademy.org/science/physics/torque-angular-momentum,torque-angular-momentum,Everything you've learned about motion  forces  energy  and momentum can be reused to analyze rotating objects. There are some differences  though. Here  you'll learn about rotational motion  moments  torque  and angular momentum.
Oscillations and mechanical waves,Physics,x9e83de9f,https://www.khanacademy.org/science/physics/mechanical-waves-and-sound,mechanical-waves-and-sound,Waves are responsible for basically every form of communication we use. Whether you're talking out loud  texting on your phone  or waving to someone in a crowd there's going to be a wave transmitting information. Learn about the basics of waves in this topic  then learn more about light waves in the topics below.
Fluids,Physics,x312959d8,https://www.khanacademy.org/science/physics/fluids,fluids,Atmospheric pressure is like an invisible friend who is always squeezing you with a big hug. Learn more about pressure  buoyant force  and flowing fluid so you can appreciate the sometimes invisible  but crucial  effect they have on us and the world around us.
Thermodynamics,Physics,xacf207fb,https://www.khanacademy.org/science/physics/thermodynamics,thermodynamics,Heat can be useful  but it can also be annoying. Understanding heat and the flow of heat allows us to build heat sinks that prevent our computers from overheating  build better engines  and prevent freeway overpasses from cracking.
Electric charge field and potential,Physics,x7d6389b1,https://www.khanacademy.org/science/physics/electric-charge-electric-force-and-voltage,electric-charge-electric-force-and-voltage,Electric forces hold together the atoms and molecules in your eyes which allow you to read this sentence. Take a moment and learn about the force that holds our bodies together.
Circuits,Physics,xce59fb3b,https://www.khanacademy.org/science/physics/circuits-topic,circuits-topic,Circuits make computers  digital cameras  and video games possible. Circuits are driving an unprecedented rate of change in how we live. In this topic you'll learn about the physics behind the electronic devices we use.
Magnetic forces magnetic fields and Faraday's law,Physics,x6bdde36c,https://www.khanacademy.org/science/physics/magnetic-forces-and-magnetic-fields,magnetic-forces-and-magnetic-fields,Magnetic fields are extremely useful. The magnetic field of the Earth shields us from harmful radiation from the Sun  magnetic fields allow us to diagnose medical problems using an MRI  and magnetic fields are a key component in generating electrical power in most power plants. In this topic you'll learn about the forces  fields  and laws that makes these and so many other applications possible.
Electromagnetic waves and interference,Physics,x1e518b33,https://www.khanacademy.org/science/physics/light-waves,light-waves,Light can seem mysterious. What is light made out of? What causes color? How do 3D movies work? Learn about some of the mysterious properties of light in these tutorials.
Geometric optics,Physics,xe70fb08c,https://www.khanacademy.org/science/physics/geometric-optics,geometric-optics,Light waves can be bent and reflected to form new and sometimes altered images. Understanding how light rays can be manipulated allows us to create better contact lenses  fiber optic cables  and high powered telescopes.
Special relativity,Physics,xf3769137,https://www.khanacademy.org/science/physics/special-relativity,special-relativity,Think you know about time and space? Think again. Einstein basically did a pile driver on all our brains when he came up with his theory of special relativity.
Quantum Physics,Physics,x41e03f03,https://www.khanacademy.org/science/physics/quantum-physics,quantum-physics,Do you want to describe the microscopic world of atoms and nuclei? Well  classical physics isn't going to cut it. You'll need quantum physics to explain things like atomic energy levels  photons  and the wavelength of electrons.
Discoveries and projects,Physics,xf830622e,https://www.khanacademy.org/science/physics/discoveries,discoveries,Rediscover the most important Scientific observations in a historical progression
Review for AP Physics 1 exam,Physics,x09a0f0f7,https://www.khanacademy.org/science/physics/review-for-ap-physics-1-exam,review-for-ap-physics-1-exam,Studying for the AP Physics 1 exam? Watch these materials to help you review.
Atoms compounds and ions,Chemistry,x8f7c17d6,https://www.khanacademy.org/science/chemistry/atomic-structure-and-properties,atomic-structure-and-properties,Chemistry is the study of matter  and all matter is made up of atoms. We will learn about elements  atomic number and mass  isotopes  moles (chemistry moles  not the animal)  and compounds.
Chemical reactions and stoichiometry,Chemistry,x6a3dc8bb,https://www.khanacademy.org/science/chemistry/chemical-reactions-stoichiome,chemical-reactions-stoichiome,We are now going to delve into the heart of chemistry.  We learn ways of representing molecules and how molecules react.  To do this  we'll even think about "how many" of a molecule we have using a quantity called a "mole".
Electronic structure of atoms,Chemistry,x56c1bf8b,https://www.khanacademy.org/science/chemistry/electronic-structure-of-atoms,electronic-structure-of-atoms,So we know that all matter is made up of atoms  but what is an atom made out of? Chemists describe the structure of atoms using models. This section will cover the Bohr model  photoelectric effect  absorption and emission spectra  quantum numbers  and electron configurations.
Periodic table,Chemistry,xf8f83f04,https://www.khanacademy.org/science/chemistry/periodic-table,periodic-table,A little more than a century ago  the chemist Dmitri Mendeleev published an early form of the periodic table  which organizes the known elements of our world. His method of classifying the elements was so useful that we still use it even today. We will learn to apply this elegant table to an understanding of atomic structure and properties  including periodic table trends.
Chemical bonds,Chemistry,xb9f08207,https://www.khanacademy.org/science/chemistry/chemical-bonds,chemical-bonds,Chemical bonds are the glue that hold molecules together. We will learn about the different kinds of bonds  ways chemists draw bonds and molecules  and how the type of chemical bonding affects the bulk properties of a material. We will cover electronegativity  Lewis dot structures  VSEPR  bond hybridization  and ionic  covalent  and metallic bonds.
Gases and kinetic molecular theory,Chemistry,x1733c331,https://www.khanacademy.org/science/chemistry/gases-and-kinetic-molecular-theory,gases-and-kinetic-molecular-theory,Properties of gases can be modeled using some relatively simple equations  which we can relate to the behavior of individual gas molecules. We will learn about the ideal gas law  vapor pressure  partial pressure  and the Maxwell Boltzmann distribution.
States of matter and intermolecular forces,Chemistry,xc0edb053,https://www.khanacademy.org/science/chemistry/states-of-matter-and-intermolecular-forces,states-of-matter-and-intermolecular-forces,Have you ever wondered how some insects are able to "skate" on the surface of water? We will learn about how intermolecular forces make this possible. We will also cover liquids  solids  mixtures  and phase changes.
Chemical equilibrium,Chemistry,x2992119b,https://www.khanacademy.org/science/chemistry/chemical-equilibrium,chemical-equilibrium,Many chemical reactions are reversible  and the forward and backward reactions can occur at the same time. When the rate of the forward reaction is equal to the rate of the backward reaction  we call that a dynamic equilibrium. We will learn how equilibrium can be described by the equilibrium constant K  and how different factors than can affect the chemical equilibrium.
Acids and bases,Chemistry,x9185c116,https://www.khanacademy.org/science/chemistry/acids-and-bases-topic,acids-and-bases-topic,In this section we will be talking about the basics of acids and bases and how acid-base chemistry is related to chemical equilibrium. We will cover acid and base definitions  pH  acid-base equilibria  acid-base properties of salts  and the pH of salt solutions.
Buffers titrations and solubility equilibria,Chemistry,xde176b3a,https://www.khanacademy.org/science/chemistry/acid-base-equilibrium,acid-base-equilibrium,We can combine our knowledge of acids and bases  equilibrium  and neutralization reactions to understand buffers and titrations. Solubility equilibria will build on concepts from solubility  precipitation  and equilibrium.
Thermodynamics,Chemistry,x3e6dac86,https://www.khanacademy.org/science/chemistry/thermodynamics-chemistry,thermodynamics-chemistry,Thermodynamics is the study of heat  "thermo " and work  "dynamics." We will be learning about energy transfer during chemical and physical changes  and how we can predict what kind of changes will occur. Concepts covered in this tutorial include the laws of thermodynamics  internal energy  heat  work  PV diagrams  enthalpy  Hess's law  entropy  and Gibbs free energy.
Redox reactions and electrochemistry,Chemistry,x7013457b,https://www.khanacademy.org/science/chemistry/oxidation-reduction,oxidation-reduction,Oxidation and reduction reactions power your phone and make it possible for your body to use the oxygen you inhale. We will learn about oxidation states (numbers)  oxidation-reduction (redox) reactions  galvanic/voltaic cells  electrolytic cells  cell potentials  and how electrochemistry is related to thermodynamics and equilibrium.
Kinetics,Chemistry,xda541d1f,https://www.khanacademy.org/science/chemistry/chem-kinetics,chem-kinetics,Chemists are often interested in how fast a reaction will occur  and what we can do to control the rate. The study of reaction rates is called kinetics  and we will learn about average reaction rate  rate laws  the Arrhenius equation  reaction mechanisms  catalysts  and spectrophotometry.
Nuclear chemistry,Chemistry,x176cca88,https://www.khanacademy.org/science/chemistry/nuclear-chemistry,nuclear-chemistry,Ancient alchemists attempted but failed to turn different substances into gold. It turns out that the only way to turn one element into another element is using nuclear chemistry! Nuclear reactions change the composition of an atom's nucleus  and this process is useful for many applications.
Studying for the AP Chemistry exam?,Chemistry,x4f03858c,https://www.khanacademy.org/science/chemistry/studying-for-ap-chemistry-exam,studying-for-ap-chemistry-exam,Studying for the AP Chemistry exam? Watch these videos to help you prepare!
Meet the chemistry professional,Chemistry,x78a9f675,https://www.khanacademy.org/science/chemistry/meet-a-chemistry-professional,meet-a-chemistry-professional,What can you do with chemistry skills? A lot of things  it turns out! Learn about the diversity of careers available to people interested in chemistry.
Scale of the universe,Cosmology and astronomy,xf5991d77,https://www.khanacademy.org/science/cosmology-and-astronomy/universe-scale-topic,universe-scale-topic,Things in our universe can be unimaginably large and small.  In this topic  we'll try to imagine the unimaginable!
Stars black holes and galaxies,Cosmology and astronomy,x0ba2bf5b,https://www.khanacademy.org/science/cosmology-and-astronomy/stellar-life-topic,stellar-life-topic,Our universe is defined by stars.  This topic explores how they came to be and where they end up.  This includes a discussion of black holes and galaxies.
Earth geological and climatic history,Cosmology and astronomy,x860f890e,https://www.khanacademy.org/science/cosmology-and-astronomy/earth-history-topic,earth-history-topic,What is the Earth made up of and how do we know?  What causes the seasons?  Are there longer-ranging cycles in Earth's climate?
Life on earth and in the universe,Cosmology and astronomy,xc2dac31d,https://www.khanacademy.org/science/cosmology-and-astronomy/life-earth-universe,life-earth-universe,When and how did life emerge on Earth?  How did humanity develop a civilization?  Is there other intelligent life out there?
Human anatomy and physiology,Health and medicine,x7e1f1da3,https://api.khanacademy.org/science/health-and-medicine/human-anatomy-and-physiology,human-anatomy-and-physiology,Get introduced to the major organ systems of the human body! You’ll learn some general anatomy (a roadmap of your body)  learn how the arm bone actually connects to the shoulder bone  and how the different organs work together to keep you alive. Watch some videos  read some articles  try some flashcards  and then quiz yourself!
Advanced circulatory system physiology,Health and medicine,x3ab6bf15,https://api.khanacademy.org/science/health-and-medicine/circulatory-system,circulatory-system,Your heart sits in the middle of your chest and pumps blood from about 4 weeks after conception until the day that you die. This little pump is the size of your clenched fist and it never stops. Watch these videos to learn more about how the heart works  blood flow in arteries and veins  blood pressure  and lymphatics.
Circulatory system diseases,Health and medicine,xc0eb445e,https://api.khanacademy.org/science/health-and-medicine/circulatory-system-diseases,circulatory-system-diseases,With the heart pumping 24/7  it’s crucial that things flow smoothly (pun intended!). Unfortunately  this isn’t always the case. The underlying reasons for circulatory system problems vary from your genes to your lifestyle. To combat this growing problem in the world  we need a better understanding of these diseases.
Advanced respiratory system physiology,Health and medicine,xd590f813,https://api.khanacademy.org/science/health-and-medicine/respiratory-system,respiratory-system,With every inhale  air rushes through your windpipe to your lungs. After 20 to 30 branch points  oxygen diffuses into the liquid around the alveoli and slips into your blood. Carbon dioxide travels from the blood to the air and leaves the body when you exhale. Learn more about the respiratory system in these videos!
Respiratory system diseases,Health and medicine,x087fd35e,https://api.khanacademy.org/science/health-and-medicine/respiratory-system-diseases,respiratory-system-diseases,If any part of the respiratory system isn’t working properly  a person can be left feeling short of breath. The lungs are also exposed to the outside environment  making them prone to infections. Learn more about diseases of the lungs and how modern medicine helps to keep them healthy!
Advanced hematologic system physiology,Health and medicine,xc2c4a896,https://api.khanacademy.org/science/health-and-medicine/advanced-hematologic-system,advanced-hematologic-system,It takes 30 to 60 seconds for your blood to travel from your heart to your body and back again. Hemoglobin  the protein in our blood cells  can bind oxygen and carbon dioxide. Blood is about 45% cells and 55% plasma  so the adage “blood is thicker than water” holds true in scientific terms! Learn more about how this system works in these videos.
Hematologic system diseases,Health and medicine,x5dca0fcf,https://api.khanacademy.org/science/health-and-medicine/hematologic-system-diseases-2,hematologic-system-diseases-2,Blood acts as a highway for medicine  stops bleeding  fights infections  and much more. But things can go wrong with blood too! The many types of cells in blood means that blood diseases produce a variety of symptoms. Learn about blood diseases  how they are diagnosed  and the ways health professionals treat these conditions.
Advanced endocrine system physiology,Health and medicine,xe6b41d69,https://api.khanacademy.org/science/health-and-medicine/advanced-endocrine-system,advanced-endocrine-system,You can’t really point to any single organ as “the endocrine system ” because they’re actually a family of glands that secrete hormones into the body. Hormones travel through the bloodstream to interact with specific target cells and organs. This signaling system helps to keep the entire body well-balanced and on the same page.
Endocrine system diseases,Health and medicine,x9a21c60d,https://api.khanacademy.org/science/health-and-medicine/endocrine-system-diseases,endocrine-system-diseases,The most common endocrine system disease is Diabetes Mellitus. There are two types of diabetes that arise from distinct biological contexts. Both result in an inability to produce any or enough insulin to regulate blood glucose levels. This disease can cause problems with kidneys  eyesight  circulatory dysregulation  and more.
Advanced nervous system physiology,Health and medicine,xb5ddd610,https://api.khanacademy.org/science/health-and-medicine/nervous-system-and-sensory-infor,nervous-system-and-sensory-infor,There are about 85 billion neurons in your brain  and they’re sending electrical signals in your body right now! They tell your eyes to move across this page  interpret the words that you read  maintain your posture...all in a fraction of a second. In this section we’ll explore this vast  complex system from the cellular to the sensory level.
Nervous system diseases,Health and medicine,x942fead4,https://api.khanacademy.org/science/health-and-medicine/nervous-system-diseases,nervous-system-diseases,Being human is more than being a brain in a jar  but when things go wrong with the nervous system  the whole organism suffers. Problems with a part of your nervous system can cause you to have trouble moving  speaking  swallowing  breathing or learning. Use that grey matter to learn about Parkinson’s disease and Multiple Sclerosis.
Advanced gastrointestinal physiology,Health and medicine,xeed58500,https://api.khanacademy.org/science/health-and-medicine/gastro-intestinal-system,gastro-intestinal-system,Do you live to eat  or eat to live? Either way  no one can deny the importance of food and water in our everyday lives. The energy from food is carefully extracted through ingestion  digestion  and absorption  and requires one long tube with some organs attached. Go ahead and grab a bite to eat before we get started…
Gastrointestinal system diseases,Health and medicine,x0a1e9875,https://api.khanacademy.org/science/health-and-medicine/gastrointestinal-system-diseases,gastrointestinal-system-diseases,The second tube formed during embryonic development is the one that will form our gastrointestinal tract. It starts at the mouth  includes the esophagus  stomach  accessory organs of the gut  and intestines  but sometimes things go wrong. Be gutsy and come learn about different diseases of the gastrointestinal tract with us!
Advanced muscular-skeletal system physiology,Health and medicine,xba4fce84,https://api.khanacademy.org/science/health-and-medicine/advanced-muscular-system,advanced-muscular-system,Learn how our muscles work from the cellular level to executing a kick or a dance move. Discover how our brain tells muscle to contract  and how that helps us respond to changes in temperature or even a lion chasing us
Muscular-skeletal diseases,Health and medicine,xbc12d55f,https://api.khanacademy.org/science/health-and-medicine/muscular-skeletal-diseases,muscular-skeletal-diseases,Did anyone ever tell you that cracking your knuckles would give you arthritis? Turns out  knuckle cracking has no harmful effects  but arthritis is one of a group of diseases that affect joints  muscles  and bones called musculoskeletal diseases. In this section  you’ll learn about the symptoms  causes and treatments for these diseases.
Executive systems of the brain,Health and medicine,xcb978a6e,https://api.khanacademy.org/science/health-and-medicine/executive-systems-of-the-brain,executive-systems-of-the-brain,Aristotle said that what separates humans from other animals is our ability to engage in high reasoning. This reasoning includes problem solving  making decisions  and recalling memories. Learn about different states of consciousness and how our brain responds and adapts to stimuli.
Mental health,Health and medicine,xf84c16ab,https://api.khanacademy.org/science/health-and-medicine/mental-health,mental-health,In our culture  mental health is a crucial component of a person’s wellness. It includes our emotional  psychological  and social well-being. It helps to determine how we handle stress  relate to others  and make choices. In this section we’ll explore drug abuse  depression  dementia and so much more. Keep an open mind and join us!
Infectious diseases,Health and medicine,x25966750,https://api.khanacademy.org/science/health-and-medicine/infectious-diseases,infectious-diseases,There's an intricate dance between humans  viruses  bacteria  molds  and even tiny worms! They want to survive and replicate just like humans do... and this is why they cause infections. From the flu to HIV  we’ll explore the underlying mechanisms that these creepy crawlies use to reproduce and spread.
Lab values and concentrations,Health and medicine,x1f8c66c8,https://api.khanacademy.org/science/health-and-medicine/lab-values,lab-values,Ever wonder about your lab values and what they mean? Lab values measure amounts of electrolytes  metabolites  proteins or cells in your blood and occasionally tell you about how hormones and enzymes are working! Dive deeper and expand your understanding of concentration units used in common medical lab values as well!
Current events in health and medicine,Health and medicine,xca183e7b,https://api.khanacademy.org/science/health-and-medicine/current-issues-in-health-and-medicine,current-issues-in-health-and-medicine,The discovery of penicillin  the first true antibiotic  by Alexander Fleming in 1928 marked the beginning of a medical revolution. The history of vaccines  however  goes all the way back to the 1100’s. Learn more about some of the current issues in health and medicine including antibiotic resistance and vaccine coverage.
Health care system,Health and medicine,x07fc128c,https://api.khanacademy.org/science/health-and-medicine/health-care-system,health-care-system,The health care system in the United States is rapidly changing. To better understand these changes  we review the health care insurance  drug pricing  physician compensation  and much more! Join us as we explore the basics about the health care system in the US  including a comparison with European healthcare.
Miscellaneous,Health and medicine,x069a1823,https://api.khanacademy.org/science/health-and-medicine/healthcare-misc,healthcare-misc,Every excellent party has a goodie bag  so why can’t we? Here we have the sundry videos that didn’t quite fit anywhere else. Dive right in and get educated on some of the many odds and ends in Health and Medicine. From puberty  to the ritual of the bedside exam  we hope you leave this section satisfied  and partied out!
Introduction to electrical engineering,Electrical engineering,x92dcf0b7,https://www.khanacademy.org/science/electrical-engineering/introduction-to-ee,introduction-to-ee,A summary of the math and science preparation that will help you have the best experience with electrical engineering taught on Khan Academy. Become familiar with engineering numbers and notation  and learn about the two most important electrical quantities: current and voltage.
Circuit analysis,Electrical engineering,x5ed2e43e,https://www.khanacademy.org/science/electrical-engineering/ee-circuit-analysis-topic,ee-circuit-analysis-topic,Circuit analysis is the process of finding all the currents and voltages in a network of connected components. We look at the basic elements used to build circuits  and find out what happens when elements are connected together into a circuit.
Amplifiers,Electrical engineering,xa23b5095,https://www.khanacademy.org/science/electrical-engineering/ee-amplifiers,ee-amplifiers,Amplifiers make signals bigger. Amplification is often the most basic operation of an electronic circuit. There are many kinds of amplifier designs. We will describe the operational amplifier  the building block of most analog electronics.
Semiconductor devices,Electrical engineering,x7520d812,https://www.khanacademy.org/science/electrical-engineering/ee-semiconductor-devices,ee-semiconductor-devices,
Electrostatics,Electrical engineering,x1ae4591a,https://www.khanacademy.org/science/electrical-engineering/ee-electrostatics,ee-electrostatics,Electrostatics is the study of forces between charges  as described by Coulomb's Law. We develop the concept of an electric field surrounding charges. We work through examples of the electric field near a line  and near a plane  and develop formal definitions of both *electric potential* and *voltage*.
Signals and systems,Electrical engineering,xa2487c41,https://www.khanacademy.org/science/electrical-engineering/ee-signals,ee-signals,Signals and Systems covers analog and digital signal processing  ideas at the heart of modern communication and measurement. We present the basic concepts for continuous-time and discrete-time signals in the time and frequency domains. Time and frequency are related by the Fourier transform.
Home-made robots,Electrical engineering,x7f8a9b2b,https://www.khanacademy.org/science/electrical-engineering/robots,robots,Start your own robotics project with Spout  Spider  and Bit-zee!
Lego robotics,Electrical engineering,x6714e769,https://www.khanacademy.org/science/electrical-engineering/lego-robotics,lego-robotics,Introduction to the Lego NXT robotics platform
Reverse engineering,Electrical engineering,xeb4f050d,https://www.khanacademy.org/science/electrical-engineering/reverse-engin,reverse-engin,Videos exploring the way things work.
Structure and bonding,Organic chemistry,x05fcddcb,https://www.khanacademy.org/science/organic-chemistry/gen-chem-review,gen-chem-review,Let's review the basics of chemical bonds including dot structures  hybridization  bond-line structures  electronegativity  and polarity. We will also discuss how bonding and intermolecular forces relate to physical properties such as boiling point.
Resonance and acid-base chemistry,Organic chemistry,xb32d9a90,https://www.khanacademy.org/science/organic-chemistry/organic-structures,organic-structures,Let's review how to keep track of electrons using formal charges  oxidation states  oxidation-reduction reactions  and resonance structures. We will also go over the principles of acid-base chemistry.
Alkanes cycloalkanes and functional groups,Organic chemistry,x84cadce3,https://www.khanacademy.org/science/organic-chemistry/bond-line-structures-alkanes-cycloalkanes,bond-line-structures-alkanes-cycloalkanes,The properties of organic molecules depend on the structure  and knowing the names of organic compounds allow us to communicate with other chemists. We'll be learning about different aspects of molecular structure  including common functional groups and conformations.
Stereochemistry,Organic chemistry,xf2909c8a,https://www.khanacademy.org/science/organic-chemistry/stereochemistry-topic,stereochemistry-topic,Just like how your left foot doesn't quite fit your right shoe  molecules also can have properties that depend on their handedness! This property is called chirality. We will go over what makes a molecule chiral  stereoisomers  assigning configurations using the R S system  optical activity and Fischer projections.
Substitution and elimination reactions,Organic chemistry,x00b805dc,https://www.khanacademy.org/science/organic-chemistry/substitution-elimination-reactions,substitution-elimination-reactions,Sn1  Sn2  E1  and E2 reactions form the basis for understanding why certain products are more likely to form than others. We will learn about the reaction mechanisms  and how nucleophilicity and electrophilicity can be used to choose between different reaction pathways.
Alkenes and alkynes,Organic chemistry,x53149848,https://www.khanacademy.org/science/organic-chemistry/alkenes-alkynes,alkenes-alkynes,Alkenes and alkynes can be transformed into almost any other functional group you can name! We will review their nomenclature  and also learn about the vast possibility of reactions using alkenes and alkynes as starting materials.
Alcohols ethers epoxides sulfides,Organic chemistry,xa3d20bbd,https://www.khanacademy.org/science/organic-chemistry/alcohols-ethers-epoxides-sulfides,alcohols-ethers-epoxides-sulfides,Alcohol and thiol groups are important functional groups for applications ranging from enzyme reactions to making flexible contact lenses. We will be reviewing naming oxygen and sulfur containing compounds. Then we will be ready to learn about some reactions that involve alcohols  ethers  epoxides  thiols  and sulfides as both reactants and products.
Conjugated systems and pericyclic reactions,Organic chemistry,x6b80168b,https://www.khanacademy.org/science/organic-chemistry/conjugation-diels-alder-mo-theory,conjugation-diels-alder-mo-theory,Molecules with conjugation can undergo some interesting and useful reactions! We will be learning about the Diels-Alder reaction  including how to predict the stereochemistry and regiochemistry of the product based on the diene and dienophile.
Aromatic compounds,Organic chemistry,xa5a6b96a,https://www.khanacademy.org/science/organic-chemistry/aromatic-compounds,aromatic-compounds,The distinctive electronic structure of aromatic leads to some distinctive reactivity! We will be covering the naming of benzene derivatives  stability of aromatic compounds  electrophilic aromatic substitution  and nucleophilic aromatic substitution.
Aldehydes and ketones,Organic chemistry,x550a9280,https://www.khanacademy.org/science/organic-chemistry/aldehydes-ketones,aldehydes-ketones,Aldehydes and ketones can be starting materials for a range of other functional groups. We will be learning about the nomenclature and reactions of aldehydes and ketones  including how to use acetals as protecting groups.
Carboxylic acids and derivatives,Organic chemistry,xc8b79fc3,https://www.khanacademy.org/science/organic-chemistry/carboxylic-acids-derivatives,carboxylic-acids-derivatives,Did you know that many fruit aromas including banana (isoamyl acetate) and pineapple (ethyl butanoate) come from molecules containing ester groups? These compounds can be synthesized from carboxylic acids using a reaction called Fischer esterification. We will be covering naming carboxylic acids  as well as the diverse chemistry of carboxylic acid derivatives such as acid chlorides  amides  esters  and anhydrides.
Alpha carbon chemistry,Organic chemistry,xc048e3d5,https://www.khanacademy.org/science/organic-chemistry/ochem-alpha-carbon-chemistry,ochem-alpha-carbon-chemistry,The carbon that is one carbon away from an aldehyde or ketone group is the alpha carbon. The deceptively innocuous hydrogens bonded to the alpha carbon can be involved in some classic organic chemistry reactions such as aldol condensations. We will be learning about the formation of enolate anions  and how they can be used in Aldol condensations to build complex organic molecules.
Amines,Organic chemistry,x56be16f4,https://www.khanacademy.org/science/organic-chemistry/amines-topic,amines-topic,Amines are found in many biologically active molecules. Two examples are the charmingly named putrescine and cadaverine  which are formed by the breakdown of amino acids. We will be discussing the IUPAC nomenclature of amines.
Spectroscopy,Organic chemistry,x8adbb6ac,https://www.khanacademy.org/science/organic-chemistry/spectroscopy-jay,spectroscopy-jay,Spectroscopy is the study of how light interacts with matter. We can use spectroscopy to determine the structure and functional groups in organic compounds. We will be learning about how to use IR  UV/Vis  and NMR spectroscopy.
Atoms compounds and ions,AP Chemistry,xd9e2efaa,https://www.khanacademy.org/science/ap-chemistry/atoms-compounds-ions-ap,atoms-compounds-ions-ap,
Stoichiometry and molecular composition,AP Chemistry,x41ac360f,https://www.khanacademy.org/science/ap-chemistry/stoichiometry-and-molecular-composition-ap,stoichiometry-and-molecular-composition-ap,Learn about how to balance chemical equations  and how to use balanced chemical equations to do stoichiometry and molecular composition calculations.
